X,Y,Z,area,volume,atomic_block,cellId,baseCellId,velocity_x,velocity_y,velocity_z
0.000385158,0.000120712,1.76037e-05,1.29212e-10,8.11163e-17,55,19,19,0,0,0
0.000524099,4.9362e-05,1.53733e-05,1.29212e-10,8.11163e-17,74,81,81,0,0,0
0.000229993,7.77927e-05,8.85033e-06,1.29212e-10,8.11163e-17,33,175,175,0,0,0
2.71877e-05,6.77328e-05,9.84854e-06,1.29212e-10,8.11163e-17,3,237,237,0,0,0
0.000277602,9.97034e-05,1.72955e-05,1.29212e-10,8.11163e-17,39,303,303,0,0,0
0.000497401,4.62447e-05,1.50511e-05,1.29212e-10,8.11163e-17,70,421,421,0,0,0
0.000268237,3.50084e-05,2.1075e-05,1.29212e-10,8.11163e-17,38,459,459,0,0,0
9.40955e-05,7.26138e-05,1.56498e-05,1.29212e-10,8.11163e-17,13,507,507,0,0,0
0.000527503,6.29365e-05,1.95706e-05,1.29212e-10,8.11163e-17,74,640,640,0,0,0
0.000144571,6.86652e-05,8.32039e-06,1.29212e-10,8.11163e-17,21,713,713,0,0,0
0.000711557,6.6876e-05,1.12191e-05,1.29212e-10,8.11163e-17,103,740,740,0,0,0
0.000605823,5.56681e-05,1.14455e-05,1.29212e-10,8.11163e-17,86,865,865,0,0,0
6.17491e-05,5.50353e-05,1.75925e-05,1.29212e-10,8.11163e-17,8,895,895,0,0,0
0.000345145,1.20483e-05,1.82902e-05,1.29212e-10,8.11163e-17,48,933,933,0,0,0
9.07711e-05,5.62728e-05,2.00607e-05,1.29212e-10,8.11163e-17,12,947,947,0,0,0
0.000180201,6.45399e-05,1.10176e-05,1.29212e-10,8.11163e-17,24,1202,1202,0,0,0
0.000615502,5.47503e-05,2.33646e-05,1.29212e-10,8.11163e-17,88,1231,1231,0,0,0
0.000617333,5.36976e-05,9.13516e-06,1.29212e-10,8.11163e-17,88,1340,1340,0,0,0
0.000180866,7.78484e-05,1.73474e-05,1.29212e-10,8.11163e-17,25,1424,1424,0,0,0
0.000343824,2.05291e-05,1.88165e-05,1.29212e-10,8.11163e-17,48,1507,1507,0,0,0
0.000545256,5.95858e-05,1.01028e-05,1.29212e-10,8.11163e-17,78,1519,1519,0,0,0
0.00032002,0.000111358,1.10061e-05,1.29212e-10,8.11163e-17,45,1522,1522,0,0,0
6.43693e-05,6.59226e-05,2.5757e-05,1.29212e-10,8.11163e-17,8,1595,1595,0,0,0
0.000184974,5.297e-05,1.02865e-05,1.29212e-10,8.11163e-17,26,1631,1631,0,0,0
0.000105968,6.33488e-05,8.7403e-06,1.29212e-10,8.11163e-17,14,1865,1865,0,0,0
0.000417319,0.0001061,1.26097e-05,1.29212e-10,8.11163e-17,59,1888,1888,0,0,0
0.000263209,8.43275e-05,1.14286e-05,1.29212e-10,8.11163e-17,37,1944,1944,0,0,0
0.000364773,0.000121073,2.14169e-05,1.29212e-10,8.11163e-17,53,2008,2008,0,0,0
0.000652046,5.71796e-05,2.56756e-05,1.29212e-10,8.11163e-17,94,2045,2045,0,0,0
0.000341357,0.000104918,1.256e-05,1.29212e-10,8.11163e-17,49,2086,2086,0,0,0
0.000188407,6.66117e-05,2.60051e-05,1.29212e-10,8.11163e-17,26,2108,2108,0,0,0
0.000538183,5.52199e-05,8.41765e-06,1.29212e-10,8.11163e-17,76,2120,2120,0,0,0
0.000277146,3.04889e-05,2.18997e-05,1.29212e-10,8.11163e-17,38,2266,2266,0,0,0
0.000685223,6.14466e-05,8.79204e-06,1.29212e-10,8.11163e-17,98,2321,2321,0,0,0
0.000160946,7.33987e-05,1.24555e-05,1.29212e-10,8.11163e-17,23,2351,2351,0,0,0
8.6367e-05,6.55879e-05,1.9068e-05,1.29212e-10,8.11163e-17,12,2419,2419,0,0,0
0.00066472,6.4042e-05,1.47613e-05,1.29212e-10,8.11163e-17,94,2605,2605,0,0,0
0.000139444,6.21896e-05,1.33457e-05,1.29212e-10,8.11163e-17,18,2724,2724,0,0,0
0.000674404,6.67877e-05,8.70497e-06,1.29212e-10,8.11163e-17,97,2952,2952,0,0,0
0.000695863,7.02354e-05,1.78203e-05,1.29212e-10,8.11163e-17,101,2981,2981,0,0,0
0.000200348,5.92002e-05,1.45907e-05,1.29212e-10,8.11163e-17,28,3035,3035,0,0,0
0.000714139,5.75223e-05,1.81791e-05,1.29212e-10,8.11163e-17,102,3122,3122,0,0,0
0.000426758,0.000103734,1.79984e-05,1.29212e-10,8.11163e-17,61,3174,3174,0,0,0
0.000321322,0.000101771,2.6911e-05,1.29212e-10,8.11163e-17,45,3177,3177,0,0,0
0.000559855,5.59689e-05,1.7347e-05,1.29212e-10,8.11163e-17,80,3194,3194,0,0,0
0.000644091,6.30425e-05,2.14502e-05,1.29212e-10,8.11163e-17,92,3349,3349,0,0,0
0.000619075,6.53829e-05,9.68928e-06,1.29212e-10,8.11163e-17,88,3352,3352,0,0,0
2.01645e-05,5.9538e-05,2.043e-05,1.29212e-10,8.11163e-17,2,3388,3388,0,0,0
0.000221358,7.915e-05,1.2724e-05,1.29212e-10,8.11163e-17,31,3429,3429,0,0,0
0.00026048,8.46031e-05,1.82858e-05,1.29212e-10,8.11163e-17,37,3533,3533,0,0,0
0.00025829,3.85581e-05,2.09793e-05,1.29212e-10,8.11163e-17,36,3544,3544,0,0,0
0.000105646,6.57409e-05,2.49002e-05,1.29212e-10,8.11163e-17,14,3760,3760,0,0,0
4.71901e-05,6.32495e-05,2.07651e-05,1.29212e-10,8.11163e-17,6,3786,3786,0,0,0
0.000346702,0.000108832,2.24521e-05,1.29212e-10,8.11163e-17,49,3972,3972,0,0,0
0.000258669,9.38093e-05,1.13611e-05,1.29212e-10,8.11163e-17,37,3996,3996,0,0,0
0.000678931,5.55712e-05,2.43708e-05,1.29212e-10,8.11163e-17,98,4105,4105,0,0,0
0.00057589,6.72906e-05,2.20563e-05,1.29212e-10,8.11163e-17,83,4356,4356,0,0,0
4.41834e-05,5.3088e-05,1.85925e-05,1.29212e-10,8.11163e-17,6,4441,4441,0,0,0
0.000566877,7.37122e-05,1.97815e-05,1.29212e-10,8.11163e-17,81,4543,4543,0,0,0
0.00052652,7.52655e-05,1.90699e-05,1.29212e-10,8.11163e-17,75,4568,4568,0,0,0
0.000466376,9.99651e-05,1.11346e-05,1.29212e-10,8.11163e-17,67,4599,4599,0,0,0
0.000176989,5.22895e-05,1.92795e-05,1.29212e-10,8.11163e-17,24,4600,4600,0,0,0
0.000359279,0.000109679,2.1734e-05,1.29212e-10,8.11163e-17,51,4713,4713,0,0,0
0.000503603,7.85091e-05,2.14571e-05,1.29212e-10,8.11163e-17,73,4823,4823,0,0,0
0.000624818,5.97462e-05,1.70279e-05,1.29212e-10,8.11163e-17,90,4931,4931,0,0,0
0.000239565,9.42081e-05,1.68424e-05,1.29212e-10,8.11163e-17,35,5005,5005,0,0,0
0.000703857,6.29544e-05,1.75616e-05,1.29212e-10,8.11163e-17,100,5133,5133,0,0,0
0.000126041,5.4739e-05,2.43742e-05,1.29212e-10,8.11163e-17,18,5213,5213,0,0,0
0.000523746,8.51292e-05,1.9253e-05,1.29212e-10,8.11163e-17,75,5291,5291,0,0,0
0.000524633,6.9978e-05,1.11698e-05,1.29212e-10,8.11163e-17,75,5307,5307,0,0,0
0.00057346,5.90552e-05,2.61143e-05,1.29212e-10,8.11163e-17,82,5312,5312,0,0,0
0.000631681,6.23912e-05,2.36453e-05,1.29212e-10,8.11163e-17,90,5353,5353,0,0,0
0.000185652,7.25701e-05,1.10183e-05,1.29212e-10,8.11163e-17,27,5358,5358,0,0,0
0.000574418,6.47481e-05,8.15354e-06,1.29212e-10,8.11163e-17,82,5441,5441,0,0,0
0.000143235,5.98261e-05,2.63735e-05,1.29212e-10,8.11163e-17,20,5522,5522,0,0,0
0.000405729,9.72431e-05,2.14075e-05,1.29212e-10,8.11163e-17,57,5567,5567,0,0,0
0.000165613,5.33521e-05,1.10641e-05,1.29212e-10,8.11163e-17,22,5687,5687,0,0,0
3.93834e-05,5.3835e-05,9.10333e-06,1.29212e-10,8.11163e-17,4,5691,5691,0,0,0
0.000125571,6.22811e-05,1.48358e-05,1.29212e-10,8.11163e-17,16,5706,5706,0,0,0
0.000287404,0.000102645,9.89431e-06,1.29212e-10,8.11163e-17,41,5711,5711,0,0,0
0.000254205,4.32164e-05,1.37743e-05,1.29212e-10,8.11163e-17,36,5840,5840,0,0,0
0.000297004,9.74392e-05,2.37821e-05,1.29212e-10,8.11163e-17,43,6012,6012,0,0,0
0.000114657,7.34382e-05,2.3851e-05,1.29212e-10,8.11163e-17,17,6075,6075,0,0,0
0.000470352,3.91279e-05,2.16727e-05,1.29212e-10,8.11163e-17,66,6108,6108,0,0,0
0.000451649,9.03535e-05,1.26799e-05,1.29212e-10,8.11163e-17,65,6175,6175,0,0,0
0.000367274,0.000117005,1.15343e-05,1.29212e-10,8.11163e-17,53,6255,6255,0,0,0
0.000107549,6.18816e-05,1.56089e-05,1.29212e-10,8.11163e-17,14,6284,6284,0,0,0
0.000167018,6.66103e-05,2.67098e-05,1.29212e-10,8.11163e-17,22,6344,6344,0,0,0
0.00045081,0.00010026,1.23224e-05,1.29212e-10,8.11163e-17,65,6431,6431,0,0,0
0.000709963,6.30669e-05,2.44879e-05,1.29212e-10,8.11163e-17,102,6527,6527,0,0,0
0.000593144,6.79906e-05,2.56015e-05,1.29212e-10,8.11163e-17,85,6605,6605,0,0,0
0.000330236,0.000109171,1.23608e-05,1.29212e-10,8.11163e-17,47,6789,6789,0,0,0
0.000400733,0.000103201,2.55464e-05,1.29212e-10,8.11163e-17,57,6801,6801,0,0,0
0.000640113,5.46233e-05,1.18475e-05,1.29212e-10,8.11163e-17,92,6805,6805,0,0,0
0.000513829,4.93075e-05,1.31573e-05,1.29212e-10,8.11163e-17,72,6937,6937,0,0,0
0.000714386,7.25672e-05,2.09916e-05,1.29212e-10,8.11163e-17,103,7067,7067,0,0,0
0.00065785,5.62392e-05,1.63181e-05,1.29212e-10,8.11163e-17,94,7076,7076,0,0,0
0.00019816,6.73424e-05,2.17627e-05,1.29212e-10,8.11163e-17,29,7129,7129,0,0,0
0.000471692,8.98065e-05,2.18774e-05,1.29212e-10,8.11163e-17,67,7166,7166,0,0,0
0.000466172,9.37319e-05,2.08355e-05,1.29212e-10,8.11163e-17,67,7187,7187,0,0,0
0.00054835,4.92969e-05,1.06888e-05,1.29212e-10,8.11163e-17,78,7198,7198,0,0,0
0.000511635,8.48607e-05,1.9252e-05,1.29212e-10,8.11163e-17,73,7494,7494,0,0,0
0.000488909,8.24131e-05,1.48466e-05,1.29212e-10,8.11163e-17,69,7505,7505,0,0,0
6.84854e-05,6.47476e-05,1.70928e-05,1.29212e-10,8.11163e-17,8,7594,7594,0,0,0
0.000498814,7.48335e-05,1.155e-05,1.29212e-10,8.11163e-17,71,7621,7621,0,0,0
0.000397855,9.86968e-05,9.28973e-06,1.29212e-10,8.11163e-17,57,7658,7658,0,0,0
0.000373355,0.000120314,1.99321e-05,1.29212e-10,8.11163e-17,53,7690,7690,0,0,0
0.000566775,5.92851e-05,1.12299e-05,1.29212e-10,8.11163e-17,80,7743,7743,0,0,0
1.08087e-05,7.50807e-05,2.02757e-05,1.29212e-10,8.11163e-17,1,7752,7752,0,0,0
1.17598e-05,6.44715e-05,2.03413e-05,1.29212e-10,8.11163e-17,0,7780,7780,0,0,0
4.30376e-05,7.26199e-05,8.73459e-06,1.29212e-10,8.11163e-17,7,7853,7853,0,0,0
0.000701449,5.6207e-05,2.61655e-05,1.29212e-10,8.11163e-17,100,8066,8066,0,0,0
0.000551016,7.40303e-05,2.24312e-05,1.29212e-10,8.11163e-17,79,8076,8076,0,0,0
0.000327432,0.000116829,1.08242e-05,1.29212e-10,8.11163e-17,47,8197,8197,0,0,0
3.6721e-05,5.848e-05,2.31368e-05,1.29212e-10,8.11163e-17,4,8201,8201,0,0,0
0.000480993,3.84938e-05,1.98913e-05,1.29212e-10,8.11163e-17,68,8244,8244,0,0,0
0.00030684,9.4735e-05,1.99195e-05,1.29212e-10,8.11163e-17,43,8312,8312,0,0,0
0.000408068,0.000109424,1.86343e-05,1.29212e-10,8.11163e-17,59,8313,8313,0,0,0
0.000673727,7.0144e-05,1.83743e-05,1.29212e-10,8.11163e-17,97,8325,8325,0,0,0
0.000415656,0.000100376,2.01316e-05,1.29212e-10,8.11163e-17,59,8379,8379,0,0,0
8.43928e-05,5.90183e-05,1.20984e-05,1.29212e-10,8.11163e-17,12,8408,8408,0,0,0
0.000542204,7.08098e-05,7.8125e-06,1.29212e-10,8.11163e-17,77,8433,8433,0,0,0
0.000649296,5.4242e-05,1.62313e-05,1.29212e-10,8.11163e-17,92,8466,8466,0,0,0
7.76703e-05,6.64465e-05,1.64623e-05,1.29212e-10,8.11163e-17,10,8662,8662,0,0,0
0.000320594,2.06475e-05,1.5741e-05,1.29212e-10,8.11163e-17,44,8778,8778,0,0,0
0.000556174,6.33234e-05,1.11415e-05,1.29212e-10,8.11163e-17,78,8832,8832,0,0,0
0.000357839,0.00012223,2.17507e-05,1.29212e-10,8.11163e-17,51,9086,9086,0,0,0
0.000445318,0.000104787,1.08308e-05,1.29212e-10,8.11163e-17,63,9191,9191,0,0,0
0.000544463,6.6021e-05,2.78518e-05,1.29212e-10,8.11163e-17,78,9312,9312,0,0,0
0.000603695,7.24213e-05,1.13202e-05,1.29212e-10,8.11163e-17,87,9338,9338,0,0,0
0.000187878,5.46137e-05,1.72416e-05,1.29212e-10,8.11163e-17,26,9397,9397,0,0,0
0.000435658,0.000102745,1.05344e-05,1.29212e-10,8.11163e-17,63,9405,9405,0,0,0
0.000417726,0.000108204,2.29475e-05,1.29212e-10,8.11163e-17,59,9436,9436,0,0,0
0.000102092,5.61859e-05,1.92343e-05,1.29212e-10,8.11163e-17,14,9487,9487,0,0,0
3.52653e-05,6.64176e-05,2.73968e-05,1.29212e-10,8.11163e-17,4,9489,9489,0,0,0
0.00025107,7.82518e-05,2.1077e-05,1.29212e-10,8.11163e-17,35,9491,9491,0,0,0
0.000209331,6.86846e-05,2.17793e-05,1.29212e-10,8.11163e-17,29,9508,9508,0,0,0
0.000621846,6.93591e-05,1.95416e-05,1.29212e-10,8.11163e-17,89,9645,9645,0,0,0
0.000440763,9.31403e-05,1.04667e-05,1.29212e-10,8.11163e-17,63,9649,9649,0,0,0
0.000292145,9.09046e-05,8.86264e-06,1.29212e-10,8.11163e-17,41,9935,9935,0,0,0
9.51642e-05,6.39082e-05,1.20547e-05,1.29212e-10,8.11163e-17,12,10020,10020,0,0,0
0.000613013,6.51524e-05,1.9468e-05,1.29212e-10,8.11163e-17,88,10024,10024,0,0,0
0.000281937,9.35798e-05,1.04545e-05,1.29212e-10,8.11163e-17,41,10053,10053,0,0,0
0.000335365,0.000107296,2.21745e-05,1.29212e-10,8.11163e-17,47,10199,10199,0,0,0
0.00010415,7.19918e-05,1.11635e-05,1.29212e-10,8.11163e-17,15,10300,10300,0,0,0
0.000159175,5.65016e-05,1.37628e-05,1.29212e-10,8.11163e-17,22,10329,10329,0,0,0
0.000162843,6.52424e-05,2.02666e-05,1.29212e-10,8.11163e-17,22,10362,10362,0,0,0
0.00043352,9.79685e-05,2.42803e-05,1.29212e-10,8.11163e-17,61,10390,10390,0,0,0
0.000363658,0.000106778,1.52984e-05,1.29212e-10,8.11163e-17,51,10602,10602,0,0,0
0.000394959,0.000109248,8.46201e-06,1.29212e-10,8.11163e-17,57,10672,10672,0,0,0
0.000595313,5.90112e-05,2.0198e-05,1.29212e-10,8.11163e-17,84,10775,10775,0,0,0
0.000155976,6.74918e-05,1.1465e-05,1.29212e-10,8.11163e-17,23,10921,10921,0,0,0
0.000284704,0.000100838,2.49521e-05,1.29212e-10,8.11163e-17,41,11038,11038,0,0,0
0.000113409,6.02543e-05,2.36275e-05,1.29212e-10,8.11163e-17,16,11146,11146,0,0,0
6.14227e-05,7.39211e-05,1.70555e-05,1.29212e-10,8.11163e-17,9,11236,11236,0,0,0
0.000681627,7.2277e-05,1.47066e-05,1.29212e-10,8.11163e-17,99,11261,11261,0,0,0
0.000365227,8.85009e-06,2.05845e-05,1.29212e-10,8.11163e-17,52,11323,11323,0,0,0
5.96558e-05,6.23926e-05,1.49473e-05,1.29212e-10,8.11163e-17,8,11342,11342,0,0,0
0.000605451,5.69875e-05,2.01234e-05,1.29212e-10,8.11163e-17,86,11401,11401,0,0,0
2.54054e-05,5.90121e-05,1.20332e-05,1.29212e-10,8.11163e-17,2,11581,11581,0,0,0
0.000532283,7.26204e-05,5.5417e-06,1.29212e-10,8.11163e-17,77,11589,11589,0,0,0
0.000514986,7.79579e-05,2.2124e-05,1.29212e-10,8.11163e-17,73,11643,11643,0,0,0
0.000219033,7.04079e-05,2.05829e-05,1.29212e-10,8.11163e-17,31,11750,11750,0,0,0
0.000467889,8.54633e-05,1.13883e-05,1.29212e-10,8.11163e-17,67,11842,11842,0,0,0
0.000543307,7.41288e-05,2.05167e-05,1.29212e-10,8.11163e-17,79,12037,12037,0,0,0
0.000533677,7.14548e-05,2.34358e-05,1.29212e-10,8.11163e-17,77,12108,12108,0,0,0
0.000491961,8.76685e-05,2.28027e-05,1.29212e-10,8.11163e-17,71,12161,12161,0,0,0
0.000640819,5.94184e-05,2.91482e-05,1.29212e-10,8.11163e-17,92,12174,12174,0,0,0
0.000182078,5.97912e-05,2.30684e-05,1.29212e-10,8.11163e-17,26,12187,12187,0,0,0
4.38476e-05,6.30441e-05,1.10145e-05,1.29212e-10,8.11163e-17,6,12376,12376,0,0,0
0.000353359,0.000120199,1.34379e-05,1.29212e-10,8.11163e-17,51,12504,12504,0,0,0
0.000588147,5.33781e-05,2.0243e-05,1.29212e-10,8.11163e-17,84,12554,12554,0,0,0
0.000248998,9.49174e-05,1.93996e-05,1.29212e-10,8.11163e-17,35,12634,12634,0,0,0
0.000235111,8.86078e-05,2.32894e-05,1.29212e-10,8.11163e-17,33,12695,12695,0,0,0
0.000405382,0.000114662,9.55549e-06,1.29212e-10,8.11163e-17,57,12715,12715,0,0,0
0.000155147,7.30449e-05,2.23367e-05,1.29212e-10,8.11163e-17,23,12781,12781,0,0,0
0.000124078,6.62113e-05,2.60288e-05,1.29212e-10,8.11163e-17,16,12855,12855,0,0,0
0.000108899,5.17101e-05,1.16433e-05,1.29212e-10,8.11163e-17,14,12928,12928,0,0,0
0.000244755,4.15381e-05,1.82998e-05,1.29212e-10,8.11163e-17,34,12956,12956,0,0,0
5.42834e-05,6.83114e-05,1.10446e-05,1.29212e-10,8.11163e-17,7,13063,13063,0,0,0
0.000398086,0.000110919,1.75226e-05,1.29212e-10,8.11163e-17,57,13064,13064,0,0,0
0.000459184,9.78731e-05,1.86906e-05,1.29212e-10,8.11163e-17,65,13162,13162,0,0,0
0.000697312,6.01903e-05,1.14877e-05,1.29212e-10,8.11163e-17,100,13253,13253,0,0,0
